Development Name,Borough,Account Name,Location,Meter AMR,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (Therms),ES Commodity,Underlying Utility
MORRIS I,BRONX,MORRIS I,,Not Applicable,102,239,B010200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824555,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,160.45,,Yes,529,BROKERED GAS,ConEd
MORRIS I,BRONX,MORRIS I,,Not Applicable,102,239,B010200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925837,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,193.5,,Yes,638,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643837,2020-02-01T00:00:00.000,1/24/2020,2/24/2020,31,3263280,N,78.6,TR I NR,Yes,127.37,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643837,2020-02-01T00:00:00.000,1/24/2020,2/24/2020,31,3519970,N,318.2,TR I NR,Yes,515.63,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734390,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3263280,N,21.36,TR I NR,Yes,31.84,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734390,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3519970,N,231.5,TR I NR,Yes,345.16,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8825853,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3263280,N,35.64,TR I NR,Yes,54.45,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 13,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8825853,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3519970,N,234,TR I NR,Yes,357.55,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824548,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,124.96,,Yes,412,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925829,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,132.84,,Yes,438,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643831,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3300440,Y,386.05,TR I NR,Yes,623.27,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643831,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3496358,Y,64.87,TR I NR,Yes,104.73,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734383,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3300440,Y,346.06,TR I NR,Yes,564.56,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734383,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3496358,Y,57.89,TR I NR,Yes,94.44,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8825837,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3300440,Y,272.21,TR I NR,Yes,433.57,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 16,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8825837,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3496358,Y,80.63,TR I NR,Yes,128.43,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824549,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,170.46,,Yes,562,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925830,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,170.46,,Yes,562,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925663,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3.95E+14,,0,,Yes,0,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925667,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3.95E+14,,0,,Yes,0,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925834,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,153.47,,Yes,506,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643781,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3827137,N,176.05,TR I NR,Yes,250.29,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643781,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3827143,N,75.76,TR I NR,Yes,107.71,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734341,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3827137,Y,162.37,TR I NR,Yes,242.4,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734341,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3827143,Y,91.5,TR I NR,Yes,136.6,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823401,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3827137,N,107.31,TR I NR,Yes,149.11,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823401,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3827143,N,101.39,TR I NR,Yes,140.89,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8915141,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3827137,N,123.82,TR I NR,Yes,186.76,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8915141,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3827143,N,136.07,TR I NR,Yes,205.24,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8597726,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,3.95E+14,N,114.64,,Yes,379,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8710655,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,3.95E+14,N,114.95,,Yes,379,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824554,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,87.96,,Yes,290,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925836,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,118.9,,Yes,392,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643764,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3190569,N,245.2,TR I NR,Yes,400.68,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8643764,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3516314,N,167.88,TR I NR,Yes,274.32,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734316,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3190569,Y,165.67,TR I NR,Yes,245.66,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734316,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3516314,Y,83.18,TR I NR,Yes,123.34,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823384,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3190569,Y,148.55,TR I NR,Yes,208.56,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823384,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3516314,Y,65.13,TR I NR,Yes,91.44,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824557,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,90.99,,Yes,300,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925839,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,111.92,,Yes,369,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 11,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734311,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3048224,Y,252.31,TR I NR,Yes,412.67,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 11,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8734311,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3928302,Y,102.3,TR I NR,Yes,167.33,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 11,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823459,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3048224,Y,173.06,TR I NR,Yes,281.16,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 11,NONE,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8823459,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3928302,Y,165.48,TR I NR,Yes,268.84,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8824558,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,166.81,,Yes,550,BROKERED GAS,ConEd
MORRIS II,BRONX,MORRIS II,,Not Applicable,502,280,B050200,FEDERAL,NY005011020P,EAST COAST POWER & GAS,8925840,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,166.82,,Yes,550,BROKERED GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,NONE,277,504,M027700,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8661016,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3406727,N,728.24,TR I NR,Yes,1260,UTILITY GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,NONE,277,504,M027700,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8738062,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3406727,N,32.81,TR I NR,Yes,0,UTILITY GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,NONE,277,504,M027700,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8845839,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3406727,N,32.78,TR I NR,Yes,0,UTILITY GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,NONE,277,504,M027700,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8929357,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3406727,N,32.78,TR I NR,Yes,0,UTILITY GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,Not Applicable,277,504,M027700,FEDERAL,NY005012410P,EAST COAST POWER & GAS,8598000,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,3953.12,,Yes,13069,BROKERED GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,Not Applicable,277,504,M027700,FEDERAL,NY005012410P,EAST COAST POWER & GAS,8710950,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,821.34,,Yes,2708,BROKERED GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,Not Applicable,277,504,M027700,FEDERAL,NY005012410P,EAST COAST POWER & GAS,8825094,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,,0,,Yes,0,BROKERED GAS,ConEd
MORRIS PARK SENIOR CITIZENS HOME,MANHATTAN,MORRIS PARK SENIOR CITIZENS HOME,BLD 01,Not Applicable,277,504,M027700,FEDERAL,NY005012410P,EAST COAST POWER & GAS,8926379,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,,0,,Yes,0,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8643983,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3514819,N,537.42,TR I NR,Yes,657.75,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8643983,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3810698,N,7.56,TR I NR,Yes,9.25,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8734440,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3514819,Y,603.03,TR I NR,Yes,694.56,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8734440,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3810698,Y,14.27,TR I NR,Yes,16.44,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8826031,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3514819,N,364.31,TR I NR,Yes,516.78,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 02,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8826031,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3810698,N,5.79,TR I NR,Yes,8.22,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8597717,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,3.95E+14,N,215.07,,Yes,711,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8710646,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,3.95E+14,N,215.65,,Yes,711,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8824539,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,159.23,,Yes,525,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8925820,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,166.2,,Yes,548,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8643975,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3300360,Y,158.95,TR I NR,Yes,271.22,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8643975,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3950765,Y,369.07,TR I NR,Yes,629.78,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8754529,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3300360,Y,142.73,TR I NR,Yes,246.33,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8754529,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3950765,Y,330.66,TR I NR,Yes,570.67,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8826009,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3300360,Y,13.11,TR I NR,Yes,19.53,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8826009,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3950765,Y,236.06,TR I NR,Yes,351.47,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8597718,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,3.95E+14,N,286.76,,Yes,948,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8824540,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,112.52,,Yes,371,BROKERED GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,,Not Applicable,130,250,B013000,FEDERAL,NY005011410P,EAST COAST POWER & GAS,8925821,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,112.52,,Yes,371,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 01,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8733879,2020-03-01T00:00:00.000,1/24/2020,3/25/2020,61,3520719,Y,506.12,TR I NR,Yes,759.37,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 01,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8733879,2020-03-01T00:00:00.000,1/24/2020,3/25/2020,61,4011927,Y,40.41,TR I NR,Yes,60.63,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 01,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8823179,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3520719,Y,129.45,TR I NR,Yes,218.71,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 01,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8823179,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4011927,N,278.97,TR I NR,Yes,471.29,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,267,385,B026700,FEDERAL,NY005012670P,EAST COAST POWER & GAS,8597795,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,3.95E+14,N,561.4,,Yes,1856,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,267,385,B026700,FEDERAL,NY005012670P,EAST COAST POWER & GAS,8824677,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,209.28,,Yes,690,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,267,385,B026700,FEDERAL,NY005012670P,EAST COAST POWER & GAS,8925961,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,216.55,,Yes,714,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8636251,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3950922,N,505.04,TR I NR,Yes,923.34,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8636251,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3950926,N,490.99,TR I NR,Yes,897.66,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8733872,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3950922,Y,494.29,TR I NR,Yes,916.91,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8733872,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3950926,Y,415.14,TR I NR,Yes,770.09,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8823154,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3950922,N,456.65,TR I NR,Yes,850.13,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8823154,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3950926,N,451.14,TR I NR,Yes,839.87,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,267,385,B026700,FEDERAL,NY005012670P,EAST COAST POWER & GAS,8824679,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3.95E+14,N,512.58,,Yes,1690,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,,Not Applicable,267,385,B026700,FEDERAL,NY005012670P,EAST COAST POWER & GAS,8925963,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,3.95E+14,N,488.01,,Yes,1609,BROKERED GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 03,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8764118,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3337545,Y,62.7,TR I NR,Yes,73.99,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 03,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8764118,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,4011929,Y,347.43,TR I NR,Yes,410.01,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 03,NONE,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8764115,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3337545,Y,62.82,TR I NR,Yes,67.77,UTILITY GAS,ConEd
